RecensieID	RecensieURL	Recensie	Auteur	RecensieArchiefURL	ArchiefURLStatusCheck-13122019	
367	https://www.literatuurplein.nl/detail/recensie/-i-de-nachtwaker-het-koningscomplot-i-van-tomas-ross/367			http://web.archive.org/web/20191129174647/https://www.literatuurplein.nl/detail/recensie/-i-de-nachtwaker-het-koningscomplot-i-van-tomas-ross/367	200	Klik
367	https://www.literatuurplein.nl/recensie.jsp?recensieId=367			http://web.archive.org/web/20191130181146/https://www.literatuurplein.nl/detail/recensie/-i-de-nachtwaker-het-koningscomplot-i-van-tomas-ross/367	200	Klik
368	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=946320	Typex' Rembrandt - Typex	Door Guus Bauer	http://web.archive.org/web/20191127100850/https://literatuurplein.nl/detail/recensie/typex-rembrandt-van-typex/368	200	Klik
368	https://www.literatuurplein.nl/recensie.jsp?recensieId=368			http://web.archive.org/web/20191130181153/https://www.literatuurplein.nl/detail/recensie/-i-rembrandt-i-van-typex/368	200	Klik
370	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=861334	Niks mis met de koning - ... de Jong, René Windig	Door Guus Bauer	http://web.archive.org/web/20191127102622/https://literatuurplein.nl/detail/recensie/niks-mis-met-de-koning-van-de-jong/370	200	Klik
371	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=845696	De grens - Enno de Witt	Door Guus Bauer	http://web.archive.org/web/20191127103255/https://literatuurplein.nl/detail/recensie/de-grens-van-enno-de-witt/371	200	Klik
371	https://www.literatuurplein.nl/recensie.jsp?recensieId=371			http://web.archive.org/web/20191130181208/https://www.literatuurplein.nl/detail/recensie/-i-de-grens-i-van-enno-de-witt/371	200	Klik
372	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=846043	De bekentenis van Adrià - Jaume Cabré	Door H.A. Hofman	http://web.archive.org/web/20191127103227/https://literatuurplein.nl/detail/recensie/de-bekentenis-van-adria-van-jaume-cabre/372	200	Klik
372	https://www.literatuurplein.nl/recensie.jsp?recensieId=372			http://web.archive.org/web/20191130181216/https://www.literatuurplein.nl/detail/recensie/-i-de-bekentenis-van-adria-i-van-jaume-cabre/372	200	Klik
373	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=799431	Handboek voor de duisternis - Enrique de Hériz	Door H.A. Hofman	http://web.archive.org/web/20191127104137/https://literatuurplein.nl/detail/recensie/handboek-voor-de-duisternis-van-enrique-de-heriz/373	200	Klik
374	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856349	De wegen van Couperus - -	Door Ezra de Haan	http://web.archive.org/web/20191127102844/https://literatuurplein.nl/detail/recensie/de-wegen-van-couperus/374	200	Klik
375	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=858439	Lore - Rachel Seiffert	Door Guus Bauer	http://web.archive.org/web/20191127102629/https://literatuurplein.nl/detail/recensie/lore-van-rachel-seiffert/375	200	Klik
375	https://www.literatuurplein.nl/recensie.jsp?recensieId=375			http://web.archive.org/web/20191130181225/https://www.literatuurplein.nl/detail/recensie/-i-lore-i-van-rachel-seiffert/375	200	Klik
376	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=830837	Rotterdam - C.B. Vaandrager	Door Ezra de Haan	http://web.archive.org/web/20191127103616/https://literatuurplein.nl/detail/recensie/rotterdam-van-c-b-vaandrager/376	200	Klik
377	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856343	Porto Marie - Els Langenfeld	Door Ezra de Haan	http://web.archive.org/web/20191127102929/https://literatuurplein.nl/detail/recensie/porto-marie-van-els-langenfeld/377	200	Klik
377	https://www.literatuurplein.nl/detail/recensie/-i-porto-marie-i-van-els-langenfeld/377			http://web.archive.org/web/20191129175749/https://www.literatuurplein.nl/detail/recensie/-i-porto-marie-i-van-els-langenfeld/377	200	Klik
377	https://www.literatuurplein.nl/recensie.jsp?recensieId=377			http://web.archive.org/web/20191130181232/https://www.literatuurplein.nl/detail/recensie/-i-porto-marie-i-van-els-langenfeld/377	200	Klik
378	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=839490	Naakt onder wolven - Bruno Apitz	Door Guus Bauer	http://web.archive.org/web/20191127103504/https://literatuurplein.nl/detail/recensie/naakt-onder-wolven-van-bruno-apitz/378	200	Klik
378	https://www.literatuurplein.nl/detail/recensie/-i-naakt-onder-wolven-i-van-bruno-apitz/378			http://web.archive.org/web/20191129175613/https://www.literatuurplein.nl/detail/recensie/-i-naakt-onder-wolven-i-van-bruno-apitz/378	200	Klik
378	https://www.literatuurplein.nl/recensie.jsp?recensieId=378			http://web.archive.org/web/20191130181239/https://www.literatuurplein.nl/detail/recensie/-i-naakt-onder-wolven-i-van-bruno-apitz/378	200	Klik
379	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=851358	De terugkeer van het haringorakel - Lammert Voos	Door Guus Bauer	http://web.archive.org/web/20191127103104/https://literatuurplein.nl/detail/recensie/de-terugkeer-van-het-haringorakel-van-lammert-voos/379	200	Klik
380	https://www.literatuurplein.nl/recensie.jsp?recensieId=380			http://web.archive.org/web/20191130181255/https://www.literatuurplein.nl/detail/recensie/-i-wij-wonderkinderen-i-van-hugo-hartung/380	200	Klik
381	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=850420	Kritisch en verhalend proza - Jo Otten	Door Ezra de Haan	http://web.archive.org/web/20191127103117/https://literatuurplein.nl/detail/recensie/kritisch-en-verhalend-proza-van-jo-otten/381	200	Klik
381	https://www.literatuurplein.nl/recensie.jsp?recensieId=381			http://web.archive.org/web/20191130181303/https://www.literatuurplein.nl/detail/recensie/-i-kritisch-en-verhalend-proza-i-van-jo-otten/381	200	Klik
382	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=845732	Moordenaars van Jan de Witt - Ronald Prud'homme van Reine	Door H.A. Hofman	http://web.archive.org/web/20191127103241/https://literatuurplein.nl/detail/recensie/moordenaars-van-jan-de-witt-van-ronald-prud-homme-van-reine/382	200	Klik
383	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=770014	Afscheid in Rusland - Boris Ryzji, Boris Ryžij	Door Guus Bauer	http://web.archive.org/web/20191127104802/https://literatuurplein.nl/detail/recensie/afscheid-in-rusland-van-boris-ryzji/383	200	Klik
383	https://www.literatuurplein.nl/recensie.jsp?recensieId=383			http://web.archive.org/web/20191130181311/https://www.literatuurplein.nl/detail/recensie/-i-afscheid-in-rusland-i-van-boris-ryzji/383	200	Klik
385	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856229	De laatkomer - Dimitri Verhulst	Door Guus Bauer	http://web.archive.org/web/20191127103003/https://literatuurplein.nl/detail/recensie/de-laatkomer-van-dimitri-verhulst/385	200	Klik
385	https://www.literatuurplein.nl/detail/recensie/-i-de-laatkomer-i-van-dimitri-verhulst/385			http://web.archive.org/web/20191129174605/https://www.literatuurplein.nl/detail/recensie/-i-de-laatkomer-i-van-dimitri-verhulst/385	200	Klik
385	https://www.literatuurplein.nl/recensie.jsp?recensieId=385			http://web.archive.org/web/20191130181319/https://www.literatuurplein.nl/detail/recensie/-i-de-laatkomer-i-van-dimitri-verhulst/385	200	Klik
386	https://www.literatuurplein.nl/detail/recensie/-i-zeven-jaren-i-van-peter-stamm/386			http://web.archive.org/web/20191129180234/https://www.literatuurplein.nl/detail/recensie/-i-zeven-jaren-i-van-peter-stamm/386	200	Klik
386	https://www.literatuurplein.nl/recensie.jsp?recensieId=386			http://web.archive.org/web/20191130181327/https://www.literatuurplein.nl/detail/recensie/-i-zeven-jaren-i-van-peter-stamm/386	200	Klik
387	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=845226	Helden van de Tour - Jan Cleijne	Door Guus Bauer	http://web.archive.org/web/20191127103315/https://literatuurplein.nl/detail/recensie/helden-van-de-tour-van-jan-cleijne/387	200	Klik
388	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=843165	De vlucht - Jesús Carrasco	Door Guus Bauer	http://web.archive.org/web/20191127103421/https://literatuurplein.nl/detail/recensie/de-vlucht-van-jesus-carrasco/388	200	Klik
388	https://www.literatuurplein.nl/detail/recensie/-i-de-vlucht-i-van-jesus-carrasco/388			http://web.archive.org/web/20191129174909/https://www.literatuurplein.nl/detail/recensie/-i-de-vlucht-i-van-jesus-carrasco/388	200	Klik
388	https://www.literatuurplein.nl/recensie.jsp?recensieId=388			http://web.archive.org/web/20191130181335/https://www.literatuurplein.nl/detail/recensie/-i-de-vlucht-i-van-jesus-carrasco/388	200	Klik
389	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=843161	Hitlers pianist - Peter Conradi	Door H.A. Hofman	http://web.archive.org/web/20191127103429/https://literatuurplein.nl/detail/recensie/hitlers-pianist-van-peter-conradi/389	200	Klik
389	https://www.literatuurplein.nl/recensie.jsp?recensieId=389			http://web.archive.org/web/20191130181342/https://www.literatuurplein.nl/detail/recensie/-i-hitlers-pianist-i-van-peter-conradi/389	200	Klik
390	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856348	Als in gangen en stegen - Glenn Pennock	Door Ezra de Haan	http://web.archive.org/web/20191127102853/https://literatuurplein.nl/detail/recensie/als-in-gangen-en-stegen-van-glenn-pennock/390	200	Klik
390	https://www.literatuurplein.nl/recensie.jsp?recensieId=390			http://web.archive.org/web/20191130181357/https://www.literatuurplein.nl/detail/recensie/-i-als-in-gangen-en-stegen-i-van-glenn-pennock/390	200	Klik
391	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856347	Schaduw van schijn - Barney Agerbeek	Door Ezra de Haan	http://web.archive.org/web/20191127102900/https://literatuurplein.nl/detail/recensie/schaduw-van-schijn-van-barney-agerbeek/391	200	Klik
392	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=862718	De helleveeg - A.F.Th. van der Heijden	Door Guus Bauer	http://web.archive.org/web/20191127102615/https://literatuurplein.nl/detail/recensie/de-helleveeg-van-a-f-th-van-der-heijden/392	200	Klik
392	https://www.literatuurplein.nl/detail/recensie/-i-de-helleveeg-i-van-a-f-th-van-der-heijden/392			http://web.archive.org/web/20191129174529/https://www.literatuurplein.nl/detail/recensie/-i-de-helleveeg-i-van-a-f-th-van-der-heijden/392	200	Klik
392	https://www.literatuurplein.nl/recensie.jsp?recensieId=392			http://web.archive.org/web/20191130181405/https://www.literatuurplein.nl/detail/recensie/-i-de-helleveeg-i-van-a-f-th-van-der-heijden/392	200	Klik
393	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=857740	Epstein - Jaron Beekes	Door Guus Bauer	http://web.archive.org/web/20191127102719/https://literatuurplein.nl/detail/recensie/epstein-van-jaron-beekes/393	200	Klik
394	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=855543	Het misverstand - Irène Némirovsky	Door Guus Bauer	http://web.archive.org/web/20191127103042/https://literatuurplein.nl/detail/recensie/het-misverstand-van-irene-nemirovsky/394	200	Klik
395	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=927410	De zoon - Philipp Meyer	Door H.A. Hofman	http://web.archive.org/web/20191127101045/https://literatuurplein.nl/detail/recensie/de-zoon-van-philipp-meyer/395	200	Klik
395	https://www.literatuurplein.nl/recensie.jsp?recensieId=395			http://web.archive.org/web/20191130181413/https://www.literatuurplein.nl/detail/recensie/-i-de-zoon-i-van-philipp-meyer/395	200	Klik
397	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=858335	Iets meer dan een seizoen - Stephan Sanders	Door Ezra de Haan	http://web.archive.org/web/20191127102643/https://literatuurplein.nl/detail/recensie/iets-meer-dan-een-seizoen-van-stephan-sanders/397	200	Klik
398	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856331	Hoger dan de zee - Francesca Melandri	Door Guus Bauer	http://web.archive.org/web/20191127102943/https://literatuurplein.nl/detail/recensie/hoger-dan-de-zee-van-francesca-melandri/398	200	Klik
398	https://www.literatuurplein.nl/detail/recensie/-i-hoger-dan-de-zee-i-van-francesca-melandri/398			http://web.archive.org/web/20191129175423/https://www.literatuurplein.nl/detail/recensie/-i-hoger-dan-de-zee-i-van-francesca-melandri/398	200	Klik
398	https://www.literatuurplein.nl/recensie.jsp?recensieId=398			http://web.archive.org/web/20191130181421/https://www.literatuurplein.nl/detail/recensie/-i-hoger-dan-de-zee-i-van-francesca-melandri/398	200	Klik
399	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856990	De vijand van mijn vader - Almudena Grandes	Door Guus Bauer	http://web.archive.org/web/20191127102801/https://literatuurplein.nl/detail/recensie/de-vijand-van-mijn-vader-van-almudena-grandes/399	200	Klik
399	https://www.literatuurplein.nl/detail/recensie/-i-de-vijand-van-mijn-vader-i-van-almudena-grandes/399			http://web.archive.org/web/20191129174903/https://www.literatuurplein.nl/detail/recensie/-i-de-vijand-van-mijn-vader-i-van-almudena-grandes/399	200	Klik
399	https://www.literatuurplein.nl/recensie.jsp?recensieId=399			http://web.archive.org/web/20191130181429/https://www.literatuurplein.nl/detail/recensie/-i-de-vijand-van-mijn-vader-i-van-almudena-grandes/399	200	Klik
400	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=858374	Een dag in mei - F. Scott Fitzgerald	Door Guus Bauer	http://web.archive.org/web/20191127102637/https://literatuurplein.nl/detail/recensie/een-dag-in-mei-van-f-scott-fitzgerald/400	200	Klik
401	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=822831	Het wonderland van Lewis Carroll - Carel Peeters	Door H.A. Hofman	http://web.archive.org/web/20191127103812/https://literatuurplein.nl/detail/recensie/het-wonderland-van-lewis-carroll-van-carel-peeters/401	200	Klik
401	https://www.literatuurplein.nl/recensie.jsp?recensieId=401			http://web.archive.org/web/20191130181444/https://www.literatuurplein.nl/detail/recensie/-i-het-wonderland-van-lewis-carroll-i-van-carel-peeters/401	200	Klik
402	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=855788	Uit de toon - Alain Claude Sulzer	Door Guus Bauer	http://web.archive.org/web/20191127103020/https://literatuurplein.nl/detail/recensie/uit-de-toon-van-alain-claude-sulzer/402	200	Klik
402	https://www.literatuurplein.nl/recensie.jsp?recensieId=402			http://web.archive.org/web/20191130181451/https://www.literatuurplein.nl/detail/recensie/-i-uit-de-toon-i-van-alain-claude-sulzer/402	200	Klik
403	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856334	De opstand op het slavenschip Meermin - Dan Sleigh, Piet Westra	Door H.A. Hofman	http://web.archive.org/web/20191127102936/https://literatuurplein.nl/detail/recensie/de-opstand-op-het-slavenschip-meermin-van-dan-sleigh/403	200	Klik
404	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=857030	Kersen eten om middernacht - Bart Stouten	Door Guus Bauer	http://web.archive.org/web/20191127102740/https://literatuurplein.nl/detail/recensie/kersen-eten-om-middernacht-van-bart-stouten/404	200	Klik
405	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=858330	De Steigerberg - Marcel van Dam	Door H.A. Hofman	http://web.archive.org/web/20191127102650/https://literatuurplein.nl/detail/recensie/de-steigerberg-van-marcel-van-dam/405	200	Klik
406	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=846527	De zondige daad - Daniël Dee	Door Ezra de Haan	http://web.archive.org/web/20191127103153/https://literatuurplein.nl/detail/recensie/de-zondige-daad-van-daniel-dee/406	200	Klik
407	https://www.literatuurplein.nl/detail/recensie/-i-waar-het-gras-altijd-groener-is-i-van-dolf-jansen/407			http://web.archive.org/web/20191129180127/https://www.literatuurplein.nl/detail/recensie/-i-waar-het-gras-altijd-groener-is-i-van-dolf-jansen/407	200	Klik
407	https://www.literatuurplein.nl/recensie.jsp?recensieId=407			http://web.archive.org/web/20191130181459/https://www.literatuurplein.nl/detail/recensie/-i-waar-het-gras-altijd-groener-is-i-van-dolf-jansen/407	200	Klik
408	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=799430	Het leven van een onbekende man - Andreï Makine	Door Guus Bauer	http://web.archive.org/web/20191127104143/https://literatuurplein.nl/detail/recensie/het-leven-van-een-onbekende-man-van-andrei-makine/408	200	Klik
408	https://www.literatuurplein.nl/detail/recensie/-i-het-leven-van-een-onbekende-man-i-van-andrei-makine/408			http://web.archive.org/web/20191129175334/https://www.literatuurplein.nl/detail/recensie/-i-het-leven-van-een-onbekende-man-i-van-andrei-makine/408	200	Klik
408	https://www.literatuurplein.nl/recensie.jsp?recensieId=408			http://web.archive.org/web/20191130181507/https://www.literatuurplein.nl/detail/recensie/-i-het-leven-van-een-onbekende-man-i-van-andrei-makine/408	200	Klik
409	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=870126	De laatste kamer - Frans Pointl	Door Guus Bauer	http://web.archive.org/web/20191127102137/https://literatuurplein.nl/detail/recensie/de-laatste-kamer-van-frans-pointl/409	200	Klik
409	https://www.literatuurplein.nl/recensie.jsp?recensieId=409			http://web.archive.org/web/20191130181514/https://www.literatuurplein.nl/detail/recensie/-i-de-laatste-kamer-i-van-frans-pointl/409	200	Klik
410	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856876	Bovenlicht - José Saramago	Door Guus Bauer	http://web.archive.org/web/20191127102822/https://literatuurplein.nl/detail/recensie/bovenlicht-van-jose-saramago/410	200	Klik
410	https://www.literatuurplein.nl/detail/recensie/-i-bovenlicht-i-van-jose-saramago/410			http://web.archive.org/web/20191129174357/https://www.literatuurplein.nl/detail/recensie/-i-bovenlicht-i-van-jose-saramago/410	200	Klik
410	https://www.literatuurplein.nl/recensie.jsp?recensieId=410			http://web.archive.org/web/20191130181522/https://www.literatuurplein.nl/detail/recensie/-i-bovenlicht-i-van-jose-saramago/410	200	Klik
411	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856329	De beslissing - Britta Böhler	Door Guus Bauer	http://web.archive.org/web/20191127102950/https://literatuurplein.nl/detail/recensie/de-beslissing-van-britta-bohler/411	200	Klik
411	https://www.literatuurplein.nl/recensie.jsp?recensieId=411			http://web.archive.org/web/20191130181530/https://www.literatuurplein.nl/detail/recensie/-i-de-beslissing-i-van-britta-bohler/411	200	Klik
412	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=846141	Het kasteel van Elmina - Marcel van Engelen	Door Ezra de Haan	http://web.archive.org/web/20191127103214/https://literatuurplein.nl/detail/recensie/het-kasteel-van-elmina-van-marcel-van-engelen/412	200	Klik
412	https://www.literatuurplein.nl/detail/recensie/-i-het-kasteel-van-elmina-i-van-marcel-van-engelen/412			http://web.archive.org/web/20191129175328/https://www.literatuurplein.nl/detail/recensie/-i-het-kasteel-van-elmina-i-van-marcel-van-engelen/412	200	Klik
412	https://www.literatuurplein.nl/recensie.jsp?recensieId=412			http://web.archive.org/web/20191130181538/https://www.literatuurplein.nl/detail/recensie/-i-het-kasteel-van-elmina-i-van-marcel-van-engelen/412	200	Klik
413	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=855784	Fuck Amerika - Edgar Hilsenrath	Door Guus Bauer	http://web.archive.org/web/20191127103034/https://literatuurplein.nl/detail/recensie/fuck-amerika-van-edgar-hilsenrath/413	200	Klik
414	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=846140	Tussen de bedrijven - Virginia Woolf	Door Guus Bauer	http://web.archive.org/web/20191127103220/https://literatuurplein.nl/detail/recensie/tussen-de-bedrijven-van-virginia-woolf/414	200	Klik
415	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=858245	Lionel Messi - Leonardo Faccio	Door Guus Bauer	http://web.archive.org/web/20191127102704/https://literatuurplein.nl/detail/recensie/lionel-messi-van-leonardo-faccio/415	200	Klik
415	https://www.literatuurplein.nl/detail/recensie/-i-lionel-messi-i-van-leonardo-faccio/415			http://web.archive.org/web/20191129175524/https://www.literatuurplein.nl/detail/recensie/-i-lionel-messi-i-van-leonardo-faccio/415	200	Klik
415	https://www.literatuurplein.nl/detail/recensie/lionel-messi/415			http://web.archive.org/web/20191129180323/https://www.literatuurplein.nl/detail/recensie/lionel-messi/415	200	Klik
415	https://www.literatuurplein.nl/recensie.jsp?recensieId=415			http://web.archive.org/web/20191130181545/https://www.literatuurplein.nl/detail/recensie/-i-lionel-messi-i-van-leonardo-faccio/415	200	Klik
416	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=845229	Munch - Steffen Kverneland	Door Guus Bauer	http://web.archive.org/web/20191127103308/https://literatuurplein.nl/detail/recensie/munch-van-steffen-kverneland/416	200	Klik
417	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=874311	Corsa - David de Poel	Door Guus Bauer	http://web.archive.org/web/20191127102101/https://literatuurplein.nl/detail/recensie/corsa-van-david-de-poel/417	200	Klik
417	https://www.literatuurplein.nl/recensie.jsp?recensieId=417			http://web.archive.org/web/20191130181553/https://www.literatuurplein.nl/detail/recensie/-i-corsa-i-van-david-de-poel/417	200	Klik
418	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=858072	IJsbrood - Owen Donkers	Door Guus Bauer	http://web.archive.org/web/20191127102711/https://literatuurplein.nl/detail/recensie/ijsbrood-van-owen-donkers/418	200	Klik
418	https://www.literatuurplein.nl/recensie.jsp?recensieId=418			http://web.archive.org/web/20191130181601/https://www.literatuurplein.nl/detail/recensie/-i-ijsbrood-i-van-owen-donkers/418	200	Klik
419	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=815986	Stille chic - Wim Boevink	Door Guus Bauer	http://web.archive.org/web/20191127103945/https://literatuurplein.nl/detail/recensie/stille-chic-van-wim-boevink/419	200	Klik
419	https://www.literatuurplein.nl/recensie.jsp?recensieId=419			http://web.archive.org/web/20191130181608/https://www.literatuurplein.nl/detail/recensie/-i-stille-chic-i-van-wim-boevink/419	200	Klik
420	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=727082	De club van onverbeterlijke optimisten - Jean-Michel Guenassia	Door H.A. Hofman	http://web.archive.org/web/20191127105705/https://literatuurplein.nl/detail/recensie/de-club-van-onverbeterlijke-optimisten-van-jean-michel-guenassia/420	200	Klik
420	https://www.literatuurplein.nl/recensie.jsp?recensieId=420			http://web.archive.org/web/20191130181617/https://www.literatuurplein.nl/detail/recensie/-i-de-club-van-onverbeterlijke-optimisten-i-van-jean-michel-parnassia/420	200	Klik
421	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=841675	De man die de dagen niet telde - Alberto Cavanna	Door Guus Bauer	http://web.archive.org/web/20191127103450/https://literatuurplein.nl/detail/recensie/de-man-die-de-dagen-niet-telde-van-alberto-cavanna/421	200	Klik
422	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=850087	Het fantoom van Alexander Wolf - Gajto Gazdanov	Door Guus Bauer	http://web.archive.org/web/20191127103132/https://literatuurplein.nl/detail/recensie/het-fantoom-van-alexander-wolf-van-gajto-gazdanov/422	200	Klik
422	https://www.literatuurplein.nl/detail/recensie/-i-het-fantoom-van-alexander-wolf-i-van-gajto-gazdanov/422			http://web.archive.org/web/20191129175258/https://www.literatuurplein.nl/detail/recensie/-i-het-fantoom-van-alexander-wolf-i-van-gajto-gazdanov/422	200	Klik
422	https://www.literatuurplein.nl/recensie.jsp?recensieId=422			http://web.archive.org/web/20191130181624/https://www.literatuurplein.nl/detail/recensie/-i-het-fantoom-van-alexander-wolf-i-van-gajto-gazdanov/422	200	Klik
423	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856988	De romantische jaren - Paul Ingendaay	Door Guus Bauer	http://web.archive.org/web/20191127102808/https://literatuurplein.nl/detail/recensie/de-romantische-jaren-van-paul-ingendaay/423	200	Klik
424	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856344	Het lichte duister - Harman Nielsen	Door Ezra de Haan	http://web.archive.org/web/20191127102921/https://literatuurplein.nl/detail/recensie/het-lichte-duister-van-harman-nielsen/424	200	Klik
424	https://www.literatuurplein.nl/recensie.jsp?recensieId=424			http://web.archive.org/web/20191130181632/https://www.literatuurplein.nl/detail/recensie/-i-het-lichte-duister-i-van-harman-nielsen/424	200	Klik
425	https://www.literatuurplein.nl/recensie.jsp?recensieId=425			http://web.archive.org/web/20191130181640/https://www.literatuurplein.nl/detail/recensie/-i-verkiezingsdans-i-van-joseph-hart/425	200	Klik
426	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=948682	Nacht - Karl Ove Knausgård	Door Guus Bauer	http://web.archive.org/web/20191127100800/https://literatuurplein.nl/detail/recensie/nacht-van-karl-ove-knausgard/426	200	Klik
426	https://www.literatuurplein.nl/recensie.jsp?recensieId=426			http://web.archive.org/web/20191130181649/https://www.literatuurplein.nl/detail/recensie/-i-nacht-i-van-karl-ove-knausgard/426	200	Klik
427	https://www.literatuurplein.nl/recensie.jsp?recensieId=427			http://web.archive.org/web/20191130181656/https://www.literatuurplein.nl/detail/recensie/-i-verloren-adel-de-laatste-dagen-van-de-russische-adel-i-door-douglas-smith/427	200	Klik
428	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=855535	Bleke Niko - Tomek Tryzna	Door Guus Bauer	http://web.archive.org/web/20191127103049/https://literatuurplein.nl/detail/recensie/bleke-niko-van-tomek-tryzna/428	200	Klik
429	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=867225	Overal en altijd weer - Michel Laub	Door Guus Bauer	http://web.archive.org/web/20191127102347/https://literatuurplein.nl/detail/recensie/overal-en-altijd-weer-van-michel-laub/429	200	Klik
429	https://www.literatuurplein.nl/recensie.jsp?recensieId=429			http://web.archive.org/web/20191130181704/https://www.literatuurplein.nl/detail/recensie/-i-overal-en-altijd-weer-i-van-michel-laub/429	200	Klik
430	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856181	De man die brak - Peter Drehmanns	Door Guus Bauer	http://web.archive.org/web/20191127103013/https://literatuurplein.nl/detail/recensie/de-man-die-brak-van-peter-drehmanns/430	200	Klik
431	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=857019	De Gierenclub - Caryl Strzelecki, Rudi Vranckx	Door Guus Bauer	http://web.archive.org/web/20191127102747/https://literatuurplein.nl/detail/recensie/de-gierenclub-van-caryl-strzelecki/431	200	Klik
432	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=844203	Slavernij - Dirk J. Tang	Door H.A. Hofman	http://web.archive.org/web/20191127103357/https://literatuurplein.nl/detail/recensie/slavernij-van-dirk-j-tang/432	200	Klik
432	https://www.literatuurplein.nl/recensie.jsp?recensieId=432			http://web.archive.org/web/20191130181719/https://www.literatuurplein.nl/detail/recensie/-i-slavernij-i-van-dirk-j-tang/432	200	Klik
433	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856260	Ver weg - Alon Hilu	Door Guus Bauer	http://web.archive.org/web/20191127102956/https://literatuurplein.nl/detail/recensie/ver-weg-van-alon-hilu/433	200	Klik
435	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=868477	Bob Dylan Illustrated - Theo van den Boogaard, Bob Dylan	Door Guus Bauer	http://web.archive.org/web/20191127102247/https://literatuurplein.nl/detail/recensie/bob-dylan-illustrated-van-theo-van-den-boogaard/435	200	Klik
436	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=813420	Hitler - Willem Melching	Door H.A. Hofman	http://web.archive.org/web/20191127104046/https://literatuurplein.nl/detail/recensie/hitler-van-willem-melching/436	200	Klik
436	https://www.literatuurplein.nl/recensie.jsp?recensieId=436			http://web.archive.org/web/20191130181728/https://www.literatuurplein.nl/detail/recensie/-i-hitler-i-van-willem-melching/436	200	Klik
437	https://literatuurplein.nl/recensies?action=titelrecensies&boekId=856880	Snoepreis - Victor Meijer	Door Guus Bauer	http://web.archive.org/web/20191127102815/https://literatuurplein.nl/detail/recensie/snoepreis-van-victor-meijer/437	200	Klik
