PlaatsID	Plaats	LiteratuurpleinURL	LiteratuurpleinArchiefURL	ArchiefURLStatusCheck-12122019	
150	Oxford	https://www.literatuurplein.nl/excursie.jsp?excursieId=150	http://web.archive.org/web/20191129203637/https://www.literatuurplein.nl/detail/excursie/oxford/150	200	Klik
151	Stockholm	https://literatuurplein.nl/detail/excursie/stockholm/151	http://web.archive.org/web/20191127190922/https://literatuurplein.nl/detail/excursie/stockholm/151	200	Klik
151	Stockholm	https://www.literatuurplein.nl/excursie.jsp?excursieId=151	http://web.archive.org/web/20191129203645/https://www.literatuurplein.nl/detail/excursie/stockholm/151	200	Klik
153	Rome	https://literatuurplein.nl/detail/excursie/rome/153	http://web.archive.org/web/20191127190617/https://literatuurplein.nl/detail/excursie/rome/153	200	Klik
153	Rome	https://www.literatuurplein.nl/excursie.jsp?excursieId=153	http://web.archive.org/web/20191129203653/https://www.literatuurplein.nl/detail/excursie/rome/153	200	Klik
155	Oostende	https://literatuurplein.nl/detail/excursie/oostende/155	http://web.archive.org/web/20191127190312/https://literatuurplein.nl/detail/excursie/oostende/155	200	Klik
156	Haarlem	https://literatuurplein.nl/detail/excursie/haarlem/156	http://web.archive.org/web/20191127185410/https://literatuurplein.nl/detail/excursie/haarlem/156	200	Klik
156	Haarlem	https://www.literatuurplein.nl/detail/excursie/haarlem/156	http://web.archive.org/web/20191129103145/https://www.literatuurplein.nl/detail/excursie/haarlem/156	200	Klik
156	Haarlem	https://www.literatuurplein.nl/excursie.jsp?excursieId=156	http://web.archive.org/web/20191129203700/https://www.literatuurplein.nl/detail/excursie/haarlem/156	200	Klik
157	Genk	https://literatuurplein.nl/detail/excursie/genk/157	http://web.archive.org/web/20191127185250/https://literatuurplein.nl/detail/excursie/genk/157	200	Klik
157	Genk	https://www.literatuurplein.nl/excursie.jsp?excursieId=157	http://web.archive.org/web/20191129203708/https://www.literatuurplein.nl/detail/excursie/genk/157	200	Klik
160	Amiens	https://literatuurplein.nl/detail/excursie/amiens/160	http://web.archive.org/web/20191127184316/https://literatuurplein.nl/detail/excursie/amiens/160	200	Klik
160	Amiens	https://www.literatuurplein.nl/excursie.jsp?excursieId=160	http://web.archive.org/web/20191129203716/https://www.literatuurplein.nl/detail/excursie/amiens/160	200	Klik
161	Jorwerd	https://literatuurplein.nl/detail/excursie/jorwerd/161	http://web.archive.org/web/20191127185656/https://literatuurplein.nl/detail/excursie/jorwerd/161	200	Klik
162	Redu	https://literatuurplein.nl/detail/excursie/redu/162	http://web.archive.org/web/20191127190534/https://literatuurplein.nl/detail/excursie/redu/162	200	Klik
162	Redu	https://www.literatuurplein.nl/detail/excursie/redu/162	http://web.archive.org/web/20191129103330/https://www.literatuurplein.nl/detail/excursie/redu/162	200	Klik
162	Redu	https://www.literatuurplein.nl/excursie.jsp?excursieId=162	http://web.archive.org/web/20191129203723/https://www.literatuurplein.nl/detail/excursie/redu/162	200	Klik
163	Baltimore	https://literatuurplein.nl/detail/excursie/baltimore/163	http://web.archive.org/web/20191127184454/https://literatuurplein.nl/detail/excursie/baltimore/163	200	Klik
164	Inverness	https://literatuurplein.nl/detail/excursie/inverness/164	http://web.archive.org/web/20191127185637/https://literatuurplein.nl/detail/excursie/inverness/164	200	Klik
165	Austerlitz	https://literatuurplein.nl/detail/excursie/austerlitz/165	http://web.archive.org/web/20191127184416/https://literatuurplein.nl/detail/excursie/austerlitz/165	200	Klik
166	Glen Ellen	https://literatuurplein.nl/detail/excursie/glen-ellen/166	http://web.archive.org/web/20191127185303/https://literatuurplein.nl/detail/excursie/glen-ellen/166	200	Klik
167	Concord	https://literatuurplein.nl/detail/excursie/concord/167	http://web.archive.org/web/20191127184935/https://literatuurplein.nl/detail/excursie/concord/167	200	Klik
168	Tula	https://literatuurplein.nl/detail/excursie/tula/168	http://web.archive.org/web/20191127191058/https://literatuurplein.nl/detail/excursie/tula/168	200	Klik
169	Flat Rock	https://literatuurplein.nl/detail/excursie/flat-rock/169	http://web.archive.org/web/20191127185208/https://literatuurplein.nl/detail/excursie/flat-rock/169	200	Klik
170	Derry	https://literatuurplein.nl/detail/excursie/derry/170	http://web.archive.org/web/20191127185030/https://literatuurplein.nl/detail/excursie/derry/170	200	Klik
171	Rungsted	https://literatuurplein.nl/detail/excursie/rungsted/171	http://web.archive.org/web/20191127190635/https://literatuurplein.nl/detail/excursie/rungsted/171	200	Klik
172	West Hills	https://literatuurplein.nl/detail/excursie/west-hills/172	http://web.archive.org/web/20191127191313/https://literatuurplein.nl/detail/excursie/west-hills/172	200	Klik
173	Land's End	https://literatuurplein.nl/detail/excursie/land-s-end/173	http://web.archive.org/web/20191127185757/https://literatuurplein.nl/detail/excursie/land-s-end/173	200	Klik
175	Schagen	https://literatuurplein.nl/detail/excursie/schagen/175	http://web.archive.org/web/20191127190756/https://literatuurplein.nl/detail/excursie/schagen/175	200	Klik
176	Sint Anthoniepolder	https://literatuurplein.nl/detail/excursie/sint-anthoniepolder/176	http://web.archive.org/web/20191127190844/https://literatuurplein.nl/detail/excursie/sint-anthoniepolder/176	200	Klik
177	Lauffen am Neckar	https://literatuurplein.nl/detail/excursie/lauffen-am-neckar/177	http://web.archive.org/web/20191127185803/https://literatuurplein.nl/detail/excursie/lauffen-am-neckar/177	200	Klik
178	Bretzfeld	https://literatuurplein.nl/detail/excursie/bretzfeld/178	http://web.archive.org/web/20191127184707/https://literatuurplein.nl/detail/excursie/bretzfeld/178	200	Klik
179	Konstanz	https://literatuurplein.nl/detail/excursie/konstanz/179	http://web.archive.org/web/20191127185733/https://literatuurplein.nl/detail/excursie/konstanz/179	200	Klik
180	Stein am Rhein	https://literatuurplein.nl/detail/excursie/stein-am-rhein/180	http://web.archive.org/web/20191127190916/https://literatuurplein.nl/detail/excursie/stein-am-rhein/180	200	Klik
181	Marbach am Neckar	https://literatuurplein.nl/detail/excursie/marbach-am-neckar/181	http://web.archive.org/web/20191127190017/https://literatuurplein.nl/detail/excursie/marbach-am-neckar/181	200	Klik
182	Tübingen	https://literatuurplein.nl/detail/excursie/tubingen/182	http://web.archive.org/web/20191127191052/https://literatuurplein.nl/detail/excursie/tubingen/182	200	Klik
184	Bornem	https://literatuurplein.nl/detail/excursie/bornem/184	http://web.archive.org/web/20191127184613/https://literatuurplein.nl/detail/excursie/bornem/184	200	Klik
186	Helmond	https://literatuurplein.nl/detail/excursie/helmond/186	http://web.archive.org/web/20191127185517/https://literatuurplein.nl/detail/excursie/helmond/186	200	Klik
187	Ayr	https://literatuurplein.nl/detail/excursie/ayr/187	http://web.archive.org/web/20191127184429/https://literatuurplein.nl/detail/excursie/ayr/187	200	Klik
187	Ayr	https://www.literatuurplein.nl/excursie.jsp?excursieId=187	http://web.archive.org/web/20191129203732/https://www.literatuurplein.nl/detail/excursie/ayr/187	200	Klik
190	Venray	https://literatuurplein.nl/detail/excursie/venray/190	http://web.archive.org/web/20191127191211/https://literatuurplein.nl/detail/excursie/venray/190	200	Klik
191	Mechelen	https://literatuurplein.nl/detail/excursie/mechelen/191	http://web.archive.org/web/20191127190036/https://literatuurplein.nl/detail/excursie/mechelen/191	200	Klik
191	Mechelen	https://www.literatuurplein.nl/excursie.jsp?excursieId=191	http://web.archive.org/web/20191129203739/https://www.literatuurplein.nl/detail/excursie/mechelen/191	200	Klik
192	Etten-Leur	https://literatuurplein.nl/detail/excursie/etten-leur/192	http://web.archive.org/web/20191127185156/https://literatuurplein.nl/detail/excursie/etten-leur/192	200	Klik
192	Etten-Leur	https://www.literatuurplein.nl/excursie.jsp?excursieId=192	http://web.archive.org/web/20191129203747/https://www.literatuurplein.nl/detail/excursie/etten-leur/192	200	Klik
193	Harderwijk	https://literatuurplein.nl/detail/excursie/harderwijk/193	http://web.archive.org/web/20191127185429/https://literatuurplein.nl/detail/excursie/harderwijk/193	200	Klik
193	Harderwijk	https://www.literatuurplein.nl/detail/excursie/harderwijk/193	http://web.archive.org/web/20191129103157/https://www.literatuurplein.nl/detail/excursie/harderwijk/193	200	Klik
193	Harderwijk	https://www.literatuurplein.nl/excursie.jsp?excursieId=193	http://web.archive.org/web/20191129203755/https://www.literatuurplein.nl/detail/excursie/harderwijk/193	200	Klik
197	Moerbeke-Waas	https://literatuurplein.nl/detail/excursie/moerbeke-waas/197	http://web.archive.org/web/20191127190108/https://literatuurplein.nl/detail/excursie/moerbeke-waas/197	200	Klik
197	Moerbeke-Waas	https://www.literatuurplein.nl/excursie.jsp?excursieId=197	http://web.archive.org/web/20191129203803/https://www.literatuurplein.nl/detail/excursie/moerbeke-waas/197	200	Klik
198	Sydney	https://literatuurplein.nl/detail/excursie/sydney/198	http://web.archive.org/web/20191127190952/https://literatuurplein.nl/detail/excursie/sydney/198	200	Klik
199	Underwood	https://literatuurplein.nl/detail/excursie/underwood/199	http://web.archive.org/web/20191127191123/https://literatuurplein.nl/detail/excursie/underwood/199	200	Klik
200	San Francisco	https://literatuurplein.nl/detail/excursie/san-francisco/200	http://web.archive.org/web/20191127190744/https://literatuurplein.nl/detail/excursie/san-francisco/200	200	Klik
200	San Francisco	https://www.literatuurplein.nl/excursie.jsp?excursieId=200	http://web.archive.org/web/20191129203811/https://www.literatuurplein.nl/detail/excursie/san-francisco/200	200	Klik
201	Canterbury	https://literatuurplein.nl/detail/excursie/canterbury/201	http://web.archive.org/web/20191127184821/https://literatuurplein.nl/detail/excursie/canterbury/201	200	Klik
204	Paramaribo	https://literatuurplein.nl/detail/excursie/paramaribo/204	http://web.archive.org/web/20191127190420/https://literatuurplein.nl/detail/excursie/paramaribo/204	200	Klik
205	Madrid	https://literatuurplein.nl/detail/excursie/madrid/205	http://web.archive.org/web/20191127190011/https://literatuurplein.nl/detail/excursie/madrid/205	200	Klik
205	Madrid	https://www.literatuurplein.nl/excursie.jsp?excursieId=205	http://web.archive.org/web/20191129203818/https://www.literatuurplein.nl/detail/excursie/madrid/205	200	Klik
206	Bredevoort	https://literatuurplein.nl/detail/excursie/bredevoort/206	http://web.archive.org/web/20191127184655/https://literatuurplein.nl/detail/excursie/bredevoort/206	200	Klik
206	Bredevoort	https://www.literatuurplein.nl/detail/excursie/bredevoort/206	http://web.archive.org/web/20191129103038/https://www.literatuurplein.nl/detail/excursie/bredevoort/206	200	Klik
206	Bredevoort	https://www.literatuurplein.nl/excursie.jsp?excursieId=206	http://web.archive.org/web/20191129203826/https://www.literatuurplein.nl/detail/excursie/bredevoort/206	200	Klik
207	De Veenhoop	https://literatuurplein.nl/detail/excursie/de-veenhoop/207	http://web.archive.org/web/20191127185036/https://literatuurplein.nl/detail/excursie/de-veenhoop/207	200	Klik
209	Vlissingen	https://literatuurplein.nl/detail/excursie/vlissingen/209	http://web.archive.org/web/20191127191223/https://literatuurplein.nl/detail/excursie/vlissingen/209	200	Klik
209	Vlissingen	https://www.literatuurplein.nl/excursie.jsp?excursieId=209	http://web.archive.org/web/20191129203834/https://www.literatuurplein.nl/detail/excursie/vlissingen/209	200	Klik
212	Weimar	https://literatuurplein.nl/detail/excursie/weimar/212	http://web.archive.org/web/20191127191259/https://literatuurplein.nl/detail/excursie/weimar/212	200	Klik
213	Lübeck	https://literatuurplein.nl/detail/excursie/lubeck/213	http://web.archive.org/web/20191127185938/https://literatuurplein.nl/detail/excursie/lubeck/213	200	Klik
214	Göttingen	https://literatuurplein.nl/detail/excursie/gottingen/214	http://web.archive.org/web/20191127185327/https://literatuurplein.nl/detail/excursie/gottingen/214	200	Klik
215	Jena	https://literatuurplein.nl/detail/excursie/jena/215	http://web.archive.org/web/20191127185650/https://literatuurplein.nl/detail/excursie/jena/215	200	Klik
216	Wiesbaden	https://literatuurplein.nl/detail/excursie/wiesbaden/216	http://web.archive.org/web/20191127191319/https://literatuurplein.nl/detail/excursie/wiesbaden/216	200	Klik
217	Barcelona	https://literatuurplein.nl/detail/excursie/barcelona/217	http://web.archive.org/web/20191127184500/https://literatuurplein.nl/detail/excursie/barcelona/217	200	Klik
217	Barcelona	https://www.literatuurplein.nl/detail/excursie/barcelona/217	http://web.archive.org/web/20191129102955/https://www.literatuurplein.nl/detail/excursie/barcelona/217	200	Klik
219	Owermoigne	https://literatuurplein.nl/detail/excursie/owermoigne/219	http://web.archive.org/web/20191127190355/https://literatuurplein.nl/detail/excursie/owermoigne/219	200	Klik
220	Turnhout	https://literatuurplein.nl/detail/excursie/turnhout/220	http://web.archive.org/web/20191127191104/https://literatuurplein.nl/detail/excursie/turnhout/220	200	Klik
223	Caïro	https://literatuurplein.nl/detail/excursie/cairo/223	http://web.archive.org/web/20191127184809/https://literatuurplein.nl/detail/excursie/cairo/223	200	Klik
225	Leavesden	https://literatuurplein.nl/detail/excursie/leavesden/225	http://web.archive.org/web/20191127185816/https://literatuurplein.nl/detail/excursie/leavesden/225	200	Klik
226	Middenbeemster	https://literatuurplein.nl/detail/excursie/middenbeemster/226	http://web.archive.org/web/20191127190101/https://literatuurplein.nl/detail/excursie/middenbeemster/226	200	Klik
227	Voorburg	https://literatuurplein.nl/detail/excursie/voorburg/227	http://web.archive.org/web/20191127191235/https://literatuurplein.nl/detail/excursie/voorburg/227	200	Klik
228	Rijnsburg	https://literatuurplein.nl/detail/excursie/rijnsburg/228	http://web.archive.org/web/20191127190559/https://literatuurplein.nl/detail/excursie/rijnsburg/228	200	Klik
229	Muiden	https://literatuurplein.nl/detail/excursie/muiden/229	http://web.archive.org/web/20191127190132/https://literatuurplein.nl/detail/excursie/muiden/229	200	Klik
230	Oud-Zuilen	https://literatuurplein.nl/detail/excursie/oud-zuilen/230	http://web.archive.org/web/20191127190342/https://literatuurplein.nl/detail/excursie/oud-zuilen/230	200	Klik
231	Rijswijk	https://literatuurplein.nl/detail/excursie/rijswijk/231	http://web.archive.org/web/20191127190605/https://literatuurplein.nl/detail/excursie/rijswijk/231	200	Klik
232	Fjærland	https://literatuurplein.nl/detail/excursie/fj-rland/232	http://web.archive.org/web/20191127185202/https://literatuurplein.nl/detail/excursie/fj-rland/232	200	Klik
234	Vimmerby	https://literatuurplein.nl/detail/excursie/vimmerby/234	http://web.archive.org/web/20191127191217/https://literatuurplein.nl/detail/excursie/vimmerby/234	200	Klik
234	Vimmerby	https://www.literatuurplein.nl/excursie.jsp?excursieId=234	http://web.archive.org/web/20191129203849/https://www.literatuurplein.nl/detail/excursie/vimmerby/234	200	Klik
243	Lissabon	https://literatuurplein.nl/detail/excursie/lissabon/243	http://web.archive.org/web/20191127185859/https://literatuurplein.nl/detail/excursie/lissabon/243	200	Klik
243	Lissabon	https://www.literatuurplein.nl/detail/excursie/lissabon/243	http://web.archive.org/web/20191129103228/https://www.literatuurplein.nl/detail/excursie/lissabon/243	200	Klik
243	Lissabon	https://www.literatuurplein.nl/excursie.jsp?excursieId=243	http://web.archive.org/web/20191129203858/https://www.literatuurplein.nl/detail/excursie/lissabon/243	200	Klik
244	Berlijn	https://literatuurplein.nl/detail/excursie/berlijn/244	http://web.archive.org/web/20191127184549/https://literatuurplein.nl/detail/excursie/berlijn/244	200	Klik
244	Berlijn	https://www.literatuurplein.nl/detail/excursie/berlijn/244	http://web.archive.org/web/20191129103014/https://www.literatuurplein.nl/detail/excursie/berlijn/244	200	Klik
244	Berlijn	https://www.literatuurplein.nl/excursie.jsp?excursieId=244	http://web.archive.org/web/20191129203905/https://www.literatuurplein.nl/detail/excursie/berlijn/244	200	Klik
246	Montereggio	https://literatuurplein.nl/detail/excursie/montereggio/246	http://web.archive.org/web/20191127190114/https://literatuurplein.nl/detail/excursie/montereggio/246	200	Klik
247	Sedbergh	https://literatuurplein.nl/detail/excursie/sedbergh/247	http://web.archive.org/web/20191127190820/https://literatuurplein.nl/detail/excursie/sedbergh/247	200	Klik
248	Hay-on-Wye	https://literatuurplein.nl/detail/excursie/hay-on-wye/248	http://web.archive.org/web/20191127185505/https://literatuurplein.nl/detail/excursie/hay-on-wye/248	200	Klik
249	Saint-Pierre-de-Clages	https://literatuurplein.nl/detail/excursie/saint-pierre-de-clages/249	http://web.archive.org/web/20191127190720/https://literatuurplein.nl/detail/excursie/saint-pierre-de-clages/249	200	Klik
250	Sysmä	https://literatuurplein.nl/detail/excursie/sysma/250	http://web.archive.org/web/20191127190958/https://literatuurplein.nl/detail/excursie/sysma/250	200	Klik
251	Tvedestrand	https://literatuurplein.nl/detail/excursie/tvedestrand/251	http://web.archive.org/web/20191127191111/https://literatuurplein.nl/detail/excursie/tvedestrand/251	200	Klik
252	Wigtown	https://literatuurplein.nl/detail/excursie/wigtown/252	http://web.archive.org/web/20191127191326/https://literatuurplein.nl/detail/excursie/wigtown/252	200	Klik
253	Wünsdorf	https://literatuurplein.nl/detail/excursie/wunsdorf/253	http://web.archive.org/web/20191127191352/https://literatuurplein.nl/detail/excursie/wunsdorf/253	200	Klik
254	Urueña	https://literatuurplein.nl/detail/excursie/uruena/254	http://web.archive.org/web/20191127191129/https://literatuurplein.nl/detail/excursie/uruena/254	200	Klik
255	Pazin	https://literatuurplein.nl/detail/excursie/pazin/255	http://web.archive.org/web/20191127190433/https://literatuurplein.nl/detail/excursie/pazin/255	200	Klik
256	Consuegra	https://literatuurplein.nl/detail/excursie/consuegra/256	http://web.archive.org/web/20191127184941/https://literatuurplein.nl/detail/excursie/consuegra/256	200	Klik
257	Wolfheze	https://literatuurplein.nl/detail/excursie/wolfheze/257	http://web.archive.org/web/20191127191346/https://literatuurplein.nl/detail/excursie/wolfheze/257	200	Klik
258	Bécherel	https://literatuurplein.nl/detail/excursie/becherel/258	http://web.archive.org/web/20191127184525/https://literatuurplein.nl/detail/excursie/becherel/258	200	Klik
259	Damme	https://literatuurplein.nl/detail/excursie/damme/259	http://web.archive.org/web/20191127184959/https://literatuurplein.nl/detail/excursie/damme/259	200	Klik
260	München	https://literatuurplein.nl/detail/excursie/munchen/260	http://web.archive.org/web/20191127190139/https://literatuurplein.nl/detail/excursie/munchen/260	200	Klik
261	Hamburg	https://literatuurplein.nl/detail/excursie/hamburg/261	http://web.archive.org/web/20191127185416/https://literatuurplein.nl/detail/excursie/hamburg/261	200	Klik
261	Hamburg	https://www.literatuurplein.nl/detail/excursie/hamburg/261	http://web.archive.org/web/20191129103151/https://www.literatuurplein.nl/detail/excursie/hamburg/261	200	Klik
262	Sint-Petersburg	https://literatuurplein.nl/detail/excursie/sint-petersburg/262	http://web.archive.org/web/20191127190851/https://literatuurplein.nl/detail/excursie/sint-petersburg/262	200	Klik
263	Marseille	https://literatuurplein.nl/detail/excursie/marseille/263	http://web.archive.org/web/20191127190030/https://literatuurplein.nl/detail/excursie/marseille/263	200	Klik
263	Marseille	https://www.literatuurplein.nl/detail/excursie/marseille/263	http://web.archive.org/web/20191129103247/https://www.literatuurplein.nl/detail/excursie/marseille/263	200	Klik
263	Marseille	https://www.literatuurplein.nl/excursie.jsp?excursieId=263	http://web.archive.org/web/20191129203913/https://www.literatuurplein.nl/detail/excursie/marseille/263	200	Klik
264	Dalfsen	https://literatuurplein.nl/detail/excursie/dalfsen/264	http://web.archive.org/web/20191127184953/https://literatuurplein.nl/detail/excursie/dalfsen/264	200	Klik
265	Dronten	https://literatuurplein.nl/detail/excursie/dronten/265	http://web.archive.org/web/20191127185101/https://literatuurplein.nl/detail/excursie/dronten/265	200	Klik
266	Gouda	https://literatuurplein.nl/detail/excursie/gouda/266	http://web.archive.org/web/20191127185333/https://literatuurplein.nl/detail/excursie/gouda/266	200	Klik
266	Gouda	https://www.literatuurplein.nl/detail/excursie/gouda/266	http://web.archive.org/web/20191129103133/https://www.literatuurplein.nl/detail/excursie/gouda/266	200	Klik
266	Gouda	https://www.literatuurplein.nl/excursie.jsp?excursieId=266	http://web.archive.org/web/20191129203920/https://www.literatuurplein.nl/detail/excursie/gouda/266	200	Klik
267	Schoonhoven	https://literatuurplein.nl/detail/excursie/schoonhoven/267	http://web.archive.org/web/20191127190814/https://literatuurplein.nl/detail/excursie/schoonhoven/267	200	Klik
268	Newcastle upon Tyne	https://literatuurplein.nl/detail/excursie/newcastle-upon-tyne/268	http://web.archive.org/web/20191127190209/https://literatuurplein.nl/detail/excursie/newcastle-upon-tyne/268	200	Klik
269	Oss	https://literatuurplein.nl/detail/excursie/oss/269	http://web.archive.org/web/20191127190336/https://literatuurplein.nl/detail/excursie/oss/269	200	Klik
271	Ravenstein	https://literatuurplein.nl/detail/excursie/ravenstein/271	http://web.archive.org/web/20191127190528/https://literatuurplein.nl/detail/excursie/ravenstein/271	200	Klik
271	Ravenstein	https://www.literatuurplein.nl/excursie.jsp?excursieId=271	http://web.archive.org/web/20191129203928/https://www.literatuurplein.nl/detail/excursie/ravenstein/271	200	Klik
272	Rhoon	https://literatuurplein.nl/detail/excursie/rhoon/272	http://web.archive.org/web/20191127190553/https://literatuurplein.nl/detail/excursie/rhoon/272	200	Klik
272	Rhoon	https://www.literatuurplein.nl/excursie.jsp?excursieId=272	http://web.archive.org/web/20191129203935/https://www.literatuurplein.nl/detail/excursie/rhoon/272	200	Klik
273	Venetië	https://literatuurplein.nl/detail/excursie/venetie/273	http://web.archive.org/web/20191127191205/https://literatuurplein.nl/detail/excursie/venetie/273	200	Klik
273	Venetië	https://www.literatuurplein.nl/detail/excursie/venetie/273	http://web.archive.org/web/20191129103410/https://www.literatuurplein.nl/detail/excursie/venetie/273	200	Klik
273	Venetië	https://www.literatuurplein.nl/excursie.jsp?excursieId=273	http://web.archive.org/web/20191129203942/https://www.literatuurplein.nl/detail/excursie/venetie/273	200	Klik
274	Crowborough	https://literatuurplein.nl/detail/excursie/crowborough/274	http://web.archive.org/web/20191127184947/https://literatuurplein.nl/detail/excursie/crowborough/274	200	Klik
274	Crowborough	https://www.literatuurplein.nl/excursie.jsp?excursieId=274	http://web.archive.org/web/20191129211705/https://www.literatuurplein.nl/detail/excursie/crowborough/274	200	Klik
275	Chatham	https://literatuurplein.nl/detail/excursie/chatham/275	http://web.archive.org/web/20191127184857/https://literatuurplein.nl/detail/excursie/chatham/275	200	Klik
276	Zottegem	https://literatuurplein.nl/detail/excursie/zottegem/276	http://web.archive.org/web/20191127191404/https://literatuurplein.nl/detail/excursie/zottegem/276	200	Klik
278	Raalte	https://literatuurplein.nl/detail/excursie/raalte/278	http://web.archive.org/web/20191127190516/https://literatuurplein.nl/detail/excursie/raalte/278	200	Klik
279	Markelo	https://literatuurplein.nl/detail/excursie/markelo/279	http://web.archive.org/web/20191127190023/https://literatuurplein.nl/detail/excursie/markelo/279	200	Klik
280	Hasselt	https://literatuurplein.nl/detail/excursie/hasselt/280	http://web.archive.org/web/20191127185441/https://literatuurplein.nl/detail/excursie/hasselt/280	200	Klik
287	Kapelle	https://literatuurplein.nl/detail/excursie/kapelle/287	http://web.archive.org/web/20191127185721/https://literatuurplein.nl/detail/excursie/kapelle/287	200	Klik
287	Kapelle	https://www.literatuurplein.nl/detail/excursie/kapelle/287	http://web.archive.org/web/20191129103209/https://www.literatuurplein.nl/detail/excursie/kapelle/287	200	Klik
287	Kapelle	https://www.literatuurplein.nl/excursie.jsp?excursieId=287	http://web.archive.org/web/20191129211713/https://www.literatuurplein.nl/detail/excursie/kapelle/287	200	Klik
288	Schiedam	https://literatuurplein.nl/detail/excursie/schiedam/288	http://web.archive.org/web/20191127190808/https://literatuurplein.nl/detail/excursie/schiedam/288	200	Klik
288	Schiedam	https://www.literatuurplein.nl/excursie.jsp?excursieId=288	http://web.archive.org/web/20191129211721/https://www.literatuurplein.nl/detail/excursie/schiedam/288	200	Klik
289	Terhorne	https://literatuurplein.nl/detail/excursie/terhorne/289	http://web.archive.org/web/20191127191016/https://literatuurplein.nl/detail/excursie/terhorne/289	200	Klik
290	Plailly	https://literatuurplein.nl/detail/excursie/plailly/290	http://web.archive.org/web/20191127190451/https://literatuurplein.nl/detail/excursie/plailly/290	200	Klik
291	Kalmthout	https://literatuurplein.nl/detail/excursie/kalmthout/291	http://web.archive.org/web/20191127185709/https://literatuurplein.nl/detail/excursie/kalmthout/291	200	Klik
292	Kaatsheuvel	https://literatuurplein.nl/detail/excursie/kaatsheuvel/292	http://web.archive.org/web/20191127185702/https://literatuurplein.nl/detail/excursie/kaatsheuvel/292	200	Klik
293	Odense	https://literatuurplein.nl/detail/excursie/odense/293	http://web.archive.org/web/20191127190251/https://literatuurplein.nl/detail/excursie/odense/293	200	Klik
294	Oosthuizen	https://literatuurplein.nl/detail/excursie/oosthuizen/294	http://web.archive.org/web/20191127190324/https://literatuurplein.nl/detail/excursie/oosthuizen/294	200	Klik
295	Aylesbury	https://literatuurplein.nl/detail/excursie/aylesbury/295	http://web.archive.org/web/20191127184423/https://literatuurplein.nl/detail/excursie/aylesbury/295	200	Klik
296	Great Missenden	https://literatuurplein.nl/detail/excursie/great-missenden/296	http://web.archive.org/web/20191127185345/https://literatuurplein.nl/detail/excursie/great-missenden/296	200	Klik
297	Beauvoorde	https://literatuurplein.nl/detail/excursie/beauvoorde/297	http://web.archive.org/web/20191127184518/https://literatuurplein.nl/detail/excursie/beauvoorde/297	200	Klik
298	Kopenhagen	https://literatuurplein.nl/detail/excursie/kopenhagen/298	http://web.archive.org/web/20191127185739/https://literatuurplein.nl/detail/excursie/kopenhagen/298	200	Klik
299	Bowness-on-Windermere	https://literatuurplein.nl/detail/excursie/bowness-on-windermere/299	http://web.archive.org/web/20191127184644/https://literatuurplein.nl/detail/excursie/bowness-on-windermere/299	200	Klik
300	Bronkhorst	https://literatuurplein.nl/detail/excursie/bronkhorst/300	http://web.archive.org/web/20191127184726/https://literatuurplein.nl/detail/excursie/bronkhorst/300	200	Klik
301	Hasselt (B)	https://literatuurplein.nl/detail/excursie/hasselt-b-/301	http://web.archive.org/web/20191127185447/https://literatuurplein.nl/detail/excursie/hasselt-b-/301	200	Klik
302	Hawkley	https://literatuurplein.nl/detail/excursie/hawkley/302	http://web.archive.org/web/20191127185453/https://literatuurplein.nl/detail/excursie/hawkley/302	200	Klik
303	Pokolbin	https://literatuurplein.nl/detail/excursie/pokolbin/303	http://web.archive.org/web/20191127190457/https://literatuurplein.nl/detail/excursie/pokolbin/303	200	Klik
304	London	https://literatuurplein.nl/detail/excursie/london/304	http://web.archive.org/web/20191127185926/https://literatuurplein.nl/detail/excursie/london/304	200	Klik
305	Archer City	https://literatuurplein.nl/detail/excursie/archer-city/305	http://web.archive.org/web/20191127184346/https://literatuurplein.nl/detail/excursie/archer-city/305	200	Klik
306	Clunes	https://literatuurplein.nl/detail/excursie/clunes/306	http://web.archive.org/web/20191127184916/https://literatuurplein.nl/detail/excursie/clunes/306	200	Klik
308	Hobart	https://literatuurplein.nl/detail/excursie/hobart/308	http://web.archive.org/web/20191127185559/https://literatuurplein.nl/detail/excursie/hobart/308	200	Klik
309	Rhenen	https://literatuurplein.nl/detail/excursie/rhenen/309	http://web.archive.org/web/20191127190547/https://literatuurplein.nl/detail/excursie/rhenen/309	200	Klik
310	Purmerend	https://literatuurplein.nl/detail/excursie/purmerend/310	http://web.archive.org/web/20191127190510/https://literatuurplein.nl/detail/excursie/purmerend/310	200	Klik
311	Wijk bij Duurstede	https://literatuurplein.nl/detail/excursie/wijk-bij-duurstede/311	http://web.archive.org/web/20191127191333/https://literatuurplein.nl/detail/excursie/wijk-bij-duurstede/311	200	Klik
312	Hoogstraten	https://literatuurplein.nl/detail/excursie/hoogstraten/312	http://web.archive.org/web/20191127185612/https://literatuurplein.nl/detail/excursie/hoogstraten/312	200	Klik
313	Higham	https://literatuurplein.nl/detail/excursie/higham/313	http://web.archive.org/web/20191127185541/https://literatuurplein.nl/detail/excursie/higham/313	200	Klik
314	Ommen	https://literatuurplein.nl/detail/excursie/ommen/314	http://web.archive.org/web/20191127190303/https://literatuurplein.nl/detail/excursie/ommen/314	200	Klik
